"inteiro","representacao"
92550,"noventa e dois mil quinhentos e cinquenta"
92600,"noventa e dois mil e seiscentos"
92650,"noventa e dois mil seiscentos e cinquenta"
92700,"noventa e dois mil e setecentos"
92750,"noventa e dois mil setecentos e cinquenta"
92800,"noventa e dois mil e oitocentos"
92850,"noventa e dois mil oitocentos e cinquenta"
92900,"noventa e dois mil e novecentos"
92950,"noventa e dois mil novecentos e cinquenta"
93000,"noventa e três mil"
93050,"noventa e três mil e cinquenta"
93100,"noventa e três mil e cem"
93150,"noventa e três mil cento e cinquenta"
93200,"noventa e três mil e duzentos"
93250,"noventa e três mil duzentos e cinquenta"
93300,"noventa e três mil e trezentos"
93350,"noventa e três mil trezentos e cinquenta"
93400,"noventa e três mil e quatrocentos"
93450,"noventa e três mil quatrocentos e cinquenta"
93500,"noventa e três mil e quinhentos"
93550,"noventa e três mil quinhentos e cinquenta"
93600,"noventa e três mil e seiscentos"
93650,"noventa e três mil seiscentos e cinquenta"
93700,"noventa e três mil e setecentos"
93750,"noventa e três mil setecentos e cinquenta"
93800,"noventa e três mil e oitocentos"
93850,"noventa e três mil oitocentos e cinquenta"
93900,"noventa e três mil e novecentos"
93950,"noventa e três mil novecentos e cinquenta"
94000,"noventa e quatro mil"
94050,"noventa e quatro mil e cinquenta"
94100,"noventa e quatro mil e cem"
94150,"noventa e quatro mil cento e cinquenta"
94200,"noventa e quatro mil e duzentos"
94250,"noventa e quatro mil duzentos e cinquenta"
94300,"noventa e quatro mil e trezentos"
94350,"noventa e quatro mil trezentos e cinquenta"
94400,"noventa e quatro mil e quatrocentos"
94450,"noventa e quatro mil quatrocentos e cinquenta"
94500,"noventa e quatro mil e quinhentos"
94550,"noventa e quatro mil quinhentos e cinquenta"
94600,"noventa e quatro mil e seiscentos"
94650,"noventa e quatro mil seiscentos e cinquenta"
94700,"noventa e quatro mil e setecentos"
94750,"noventa e quatro mil setecentos e cinquenta"
94800,"noventa e quatro mil e oitocentos"
94850,"noventa e quatro mil oitocentos e cinquenta"
94900,"noventa e quatro mil e novecentos"
94950,"noventa e quatro mil novecentos e cinquenta"
95000,"noventa e cinco mil"
95050,"noventa e cinco mil e cinquenta"
95100,"noventa e cinco mil e cem"
95150,"noventa e cinco mil cento e cinquenta"
95200,"noventa e cinco mil e duzentos"
95250,"noventa e cinco mil duzentos e cinquenta"
95300,"noventa e cinco mil e trezentos"
95350,"noventa e cinco mil trezentos e cinquenta"
95400,"noventa e cinco mil e quatrocentos"
95450,"noventa e cinco mil quatrocentos e cinquenta"
95500,"noventa e cinco mil e quinhentos"
95550,"noventa e cinco mil quinhentos e cinquenta"
95600,"noventa e cinco mil e seiscentos"
95650,"noventa e cinco mil seiscentos e cinquenta"
95700,"noventa e cinco mil e setecentos"
95750,"noventa e cinco mil setecentos e cinquenta"
95800,"noventa e cinco mil e oitocentos"
95850,"noventa e cinco mil oitocentos e cinquenta"
95900,"noventa e cinco mil e novecentos"
95950,"noventa e cinco mil novecentos e cinquenta"
96000,"noventa e seis mil"
96050,"noventa e seis mil e cinquenta"
96100,"noventa e seis mil e cem"
96150,"noventa e seis mil cento e cinquenta"
96200,"noventa e seis mil e duzentos"
96250,"noventa e seis mil duzentos e cinquenta"
96300,"noventa e seis mil e trezentos"
96350,"noventa e seis mil trezentos e cinquenta"
96400,"noventa e seis mil e quatrocentos"
96450,"noventa e seis mil quatrocentos e cinquenta"
96500,"noventa e seis mil e quinhentos"
96550,"noventa e seis mil quinhentos e cinquenta"
96600,"noventa e seis mil e seiscentos"
96650,"noventa e seis mil seiscentos e cinquenta"
96700,"noventa e seis mil e setecentos"
96750,"noventa e seis mil setecentos e cinquenta"
96800,"noventa e seis mil e oitocentos"
96850,"noventa e seis mil oitocentos e cinquenta"
96900,"noventa e seis mil e novecentos"
96950,"noventa e seis mil novecentos e cinquenta"
97000,"noventa e sete mil"
97050,"noventa e sete mil e cinquenta"
97100,"noventa e sete mil e cem"
97150,"noventa e sete mil cento e cinquenta"
97200,"noventa e sete mil e duzentos"
97250,"noventa e sete mil duzentos e cinquenta"
97300,"noventa e sete mil e trezentos"
97350,"noventa e sete mil trezentos e cinquenta"
97400,"noventa e sete mil e quatrocentos"
97450,"noventa e sete mil quatrocentos e cinquenta"
97500,"noventa e sete mil e quinhentos"
97550,"noventa e sete mil quinhentos e cinquenta"
97600,"noventa e sete mil e seiscentos"
97650,"noventa e sete mil seiscentos e cinquenta"
97700,"noventa e sete mil e setecentos"
97750,"noventa e sete mil setecentos e cinquenta"
97800,"noventa e sete mil e oitocentos"
97850,"noventa e sete mil oitocentos e cinquenta"
97900,"noventa e sete mil e novecentos"
97950,"noventa e sete mil novecentos e cinquenta"
98000,"noventa e oito mil"
98050,"noventa e oito mil e cinquenta"
98100,"noventa e oito mil e cem"
98150,"noventa e oito mil cento e cinquenta"
98200,"noventa e oito mil e duzentos"
98250,"noventa e oito mil duzentos e cinquenta"
98300,"noventa e oito mil e trezentos"
98350,"noventa e oito mil trezentos e cinquenta"
98400,"noventa e oito mil e quatrocentos"
98450,"noventa e oito mil quatrocentos e cinquenta"
98500,"noventa e oito mil e quinhentos"
98550,"noventa e oito mil quinhentos e cinquenta"
98600,"noventa e oito mil e seiscentos"
98650,"noventa e oito mil seiscentos e cinquenta"
98700,"noventa e oito mil e setecentos"
98750,"noventa e oito mil setecentos e cinquenta"
98800,"noventa e oito mil e oitocentos"
98850,"noventa e oito mil oitocentos e cinquenta"
98900,"noventa e oito mil e novecentos"
98950,"noventa e oito mil novecentos e cinquenta"
99000,"noventa e nove mil"
99050,"noventa e nove mil e cinquenta"
99100,"noventa e nove mil e cem"
99150,"noventa e nove mil cento e cinquenta"
99200,"noventa e nove mil e duzentos"
99250,"noventa e nove mil duzentos e cinquenta"
99300,"noventa e nove mil e trezentos"
99350,"noventa e nove mil trezentos e cinquenta"
99400,"noventa e nove mil e quatrocentos"
99450,"noventa e nove mil quatrocentos e cinquenta"
99500,"noventa e nove mil e quinhentos"
99550,"noventa e nove mil quinhentos e cinquenta"
99600,"noventa e nove mil e seiscentos"
99650,"noventa e nove mil seiscentos e cinquenta"
99700,"noventa e nove mil e setecentos"
99750,"noventa e nove mil setecentos e cinquenta"
99800,"noventa e nove mil e oitocentos"
99850,"noventa e nove mil oitocentos e cinquenta"
99900,"noventa e nove mil e novecentos"
99950,"noventa e nove mil novecentos e cinquenta"
100000,"cem mil"
100050,"cem mil e cinquenta"
100100,"cem mil e cem"
100150,"cem mil cento e cinquenta"
100200,"cem mil e duzentos"
100250,"cem mil duzentos e cinquenta"
100300,"cem mil e trezentos"
100350,"cem mil trezentos e cinquenta"
100400,"cem mil e quatrocentos"
100450,"cem mil quatrocentos e cinquenta"
100500,"cem mil e quinhentos"
100550,"cem mil quinhentos e cinquenta"
100600,"cem mil e seiscentos"
100650,"cem mil seiscentos e cinquenta"
100700,"cem mil e setecentos"
100750,"cem mil setecentos e cinquenta"
100800,"cem mil e oitocentos"
100850,"cem mil oitocentos e cinquenta"
100900,"cem mil e novecentos"
100950,"cem mil novecentos e cinquenta"
101000,"cento e um mil"
101050,"cento e um mil e cinquenta"
101100,"cento e um mil e cem"
101150,"cento e um mil cento e cinquenta"
101200,"cento e um mil e duzentos"
101250,"cento e um mil duzentos e cinquenta"
101300,"cento e um mil e trezentos"
101350,"cento e um mil trezentos e cinquenta"
101400,"cento e um mil e quatrocentos"
101450,"cento e um mil quatrocentos e cinquenta"
101500,"cento e um mil e quinhentos"
101550,"cento e um mil quinhentos e cinquenta"
101600,"cento e um mil e seiscentos"
101650,"cento e um mil seiscentos e cinquenta"
101700,"cento e um mil e setecentos"
101750,"cento e um mil setecentos e cinquenta"
101800,"cento e um mil e oitocentos"
101850,"cento e um mil oitocentos e cinquenta"
101900,"cento e um mil e novecentos"
101950,"cento e um mil novecentos e cinquenta"
102000,"cento e dois mil"
102050,"cento e dois mil e cinquenta"
102100,"cento e dois mil e cem"
102150,"cento e dois mil cento e cinquenta"
102200,"cento e dois mil e duzentos"
102250,"cento e dois mil duzentos e cinquenta"
102300,"cento e dois mil e trezentos"
102350,"cento e dois mil trezentos e cinquenta"
102400,"cento e dois mil e quatrocentos"
102450,"cento e dois mil quatrocentos e cinquenta"
102500,"cento e dois mil e quinhentos"
102550,"cento e dois mil quinhentos e cinquenta"
102600,"cento e dois mil e seiscentos"
102650,"cento e dois mil seiscentos e cinquenta"
102700,"cento e dois mil e setecentos"
102750,"cento e dois mil setecentos e cinquenta"
102800,"cento e dois mil e oitocentos"
102850,"cento e dois mil oitocentos e cinquenta"
102900,"cento e dois mil e novecentos"
102950,"cento e dois mil novecentos e cinquenta"
103000,"cento e três mil"
103050,"cento e três mil e cinquenta"
103100,"cento e três mil e cem"
103150,"cento e três mil cento e cinquenta"
103200,"cento e três mil e duzentos"
103250,"cento e três mil duzentos e cinquenta"
103300,"cento e três mil e trezentos"
103350,"cento e três mil trezentos e cinquenta"
103400,"cento e três mil e quatrocentos"
103450,"cento e três mil quatrocentos e cinquenta"
103500,"cento e três mil e quinhentos"
103550,"cento e três mil quinhentos e cinquenta"
103600,"cento e três mil e seiscentos"
103650,"cento e três mil seiscentos e cinquenta"
103700,"cento e três mil e setecentos"
103750,"cento e três mil setecentos e cinquenta"
103800,"cento e três mil e oitocentos"
103850,"cento e três mil oitocentos e cinquenta"
103900,"cento e três mil e novecentos"
103950,"cento e três mil novecentos e cinquenta"
104000,"cento e quatro mil"
104050,"cento e quatro mil e cinquenta"
104100,"cento e quatro mil e cem"
104150,"cento e quatro mil cento e cinquenta"
104200,"cento e quatro mil e duzentos"
104250,"cento e quatro mil duzentos e cinquenta"
104300,"cento e quatro mil e trezentos"
104350,"cento e quatro mil trezentos e cinquenta"
104400,"cento e quatro mil e quatrocentos"
104450,"cento e quatro mil quatrocentos e cinquenta"
104500,"cento e quatro mil e quinhentos"
104550,"cento e quatro mil quinhentos e cinquenta"
104600,"cento e quatro mil e seiscentos"
104650,"cento e quatro mil seiscentos e cinquenta"
104700,"cento e quatro mil e setecentos"
104750,"cento e quatro mil setecentos e cinquenta"
104800,"cento e quatro mil e oitocentos"
104850,"cento e quatro mil oitocentos e cinquenta"
104900,"cento e quatro mil e novecentos"
104950,"cento e quatro mil novecentos e cinquenta"
105000,"cento e cinco mil"
105050,"cento e cinco mil e cinquenta"
105100,"cento e cinco mil e cem"
105150,"cento e cinco mil cento e cinquenta"
105200,"cento e cinco mil e duzentos"
105250,"cento e cinco mil duzentos e cinquenta"
105300,"cento e cinco mil e trezentos"
105350,"cento e cinco mil trezentos e cinquenta"
105400,"cento e cinco mil e quatrocentos"
105450,"cento e cinco mil quatrocentos e cinquenta"
105500,"cento e cinco mil e quinhentos"
105550,"cento e cinco mil quinhentos e cinquenta"
105600,"cento e cinco mil e seiscentos"
105650,"cento e cinco mil seiscentos e cinquenta"
105700,"cento e cinco mil e setecentos"
105750,"cento e cinco mil setecentos e cinquenta"
105800,"cento e cinco mil e oitocentos"
105850,"cento e cinco mil oitocentos e cinquenta"
105900,"cento e cinco mil e novecentos"
105950,"cento e cinco mil novecentos e cinquenta"
106000,"cento e seis mil"
106050,"cento e seis mil e cinquenta"
106100,"cento e seis mil e cem"
106150,"cento e seis mil cento e cinquenta"
106200,"cento e seis mil e duzentos"
106250,"cento e seis mil duzentos e cinquenta"
106300,"cento e seis mil e trezentos"
106350,"cento e seis mil trezentos e cinquenta"
106400,"cento e seis mil e quatrocentos"
106450,"cento e seis mil quatrocentos e cinquenta"
106500,"cento e seis mil e quinhentos"
106550,"cento e seis mil quinhentos e cinquenta"
106600,"cento e seis mil e seiscentos"
106650,"cento e seis mil seiscentos e cinquenta"
106700,"cento e seis mil e setecentos"
106750,"cento e seis mil setecentos e cinquenta"
106800,"cento e seis mil e oitocentos"
106850,"cento e seis mil oitocentos e cinquenta"
106900,"cento e seis mil e novecentos"
106950,"cento e seis mil novecentos e cinquenta"
107000,"cento e sete mil"
107050,"cento e sete mil e cinquenta"
107100,"cento e sete mil e cem"
107150,"cento e sete mil cento e cinquenta"
107200,"cento e sete mil e duzentos"
107250,"cento e sete mil duzentos e cinquenta"
107300,"cento e sete mil e trezentos"
107350,"cento e sete mil trezentos e cinquenta"
107400,"cento e sete mil e quatrocentos"
107450,"cento e sete mil quatrocentos e cinquenta"
107500,"cento e sete mil e quinhentos"
107550,"cento e sete mil quinhentos e cinquenta"
107600,"cento e sete mil e seiscentos"
107650,"cento e sete mil seiscentos e cinquenta"
107700,"cento e sete mil e setecentos"
107750,"cento e sete mil setecentos e cinquenta"
107800,"cento e sete mil e oitocentos"
107850,"cento e sete mil oitocentos e cinquenta"
107900,"cento e sete mil e novecentos"
107950,"cento e sete mil novecentos e cinquenta"
108000,"cento e oito mil"
108050,"cento e oito mil e cinquenta"
108100,"cento e oito mil e cem"
108150,"cento e oito mil cento e cinquenta"
108200,"cento e oito mil e duzentos"
108250,"cento e oito mil duzentos e cinquenta"
108300,"cento e oito mil e trezentos"
108350,"cento e oito mil trezentos e cinquenta"
108400,"cento e oito mil e quatrocentos"
108450,"cento e oito mil quatrocentos e cinquenta"
108500,"cento e oito mil e quinhentos"
108550,"cento e oito mil quinhentos e cinquenta"
108600,"cento e oito mil e seiscentos"
108650,"cento e oito mil seiscentos e cinquenta"
108700,"cento e oito mil e setecentos"
108750,"cento e oito mil setecentos e cinquenta"
108800,"cento e oito mil e oitocentos"
108850,"cento e oito mil oitocentos e cinquenta"
108900,"cento e oito mil e novecentos"
108950,"cento e oito mil novecentos e cinquenta"
109000,"cento e nove mil"
109050,"cento e nove mil e cinquenta"
109100,"cento e nove mil e cem"
109150,"cento e nove mil cento e cinquenta"
109200,"cento e nove mil e duzentos"
109250,"cento e nove mil duzentos e cinquenta"
109300,"cento e nove mil e trezentos"
109350,"cento e nove mil trezentos e cinquenta"
109400,"cento e nove mil e quatrocentos"
109450,"cento e nove mil quatrocentos e cinquenta"
109500,"cento e nove mil e quinhentos"
109550,"cento e nove mil quinhentos e cinquenta"
109600,"cento e nove mil e seiscentos"
109650,"cento e nove mil seiscentos e cinquenta"
109700,"cento e nove mil e setecentos"
109750,"cento e nove mil setecentos e cinquenta"
109800,"cento e nove mil e oitocentos"
109850,"cento e nove mil oitocentos e cinquenta"
109900,"cento e nove mil e novecentos"
109950,"cento e nove mil novecentos e cinquenta"
110000,"cento e dez mil"
110050,"cento e dez mil e cinquenta"
110100,"cento e dez mil e cem"
110150,"cento e dez mil cento e cinquenta"
110200,"cento e dez mil e duzentos"
110250,"cento e dez mil duzentos e cinquenta"
110300,"cento e dez mil e trezentos"
110350,"cento e dez mil trezentos e cinquenta"
110400,"cento e dez mil e quatrocentos"
110450,"cento e dez mil quatrocentos e cinquenta"
110500,"cento e dez mil e quinhentos"
110550,"cento e dez mil quinhentos e cinquenta"
110600,"cento e dez mil e seiscentos"
110650,"cento e dez mil seiscentos e cinquenta"
110700,"cento e dez mil e setecentos"
110750,"cento e dez mil setecentos e cinquenta"
110800,"cento e dez mil e oitocentos"
110850,"cento e dez mil oitocentos e cinquenta"
110900,"cento e dez mil e novecentos"
110950,"cento e dez mil novecentos e cinquenta"
111000,"cento e onze mil"
111050,"cento e onze mil e cinquenta"
111100,"cento e onze mil e cem"
111150,"cento e onze mil cento e cinquenta"
111200,"cento e onze mil e duzentos"
111250,"cento e onze mil duzentos e cinquenta"
111300,"cento e onze mil e trezentos"
111350,"cento e onze mil trezentos e cinquenta"
111400,"cento e onze mil e quatrocentos"
111450,"cento e onze mil quatrocentos e cinquenta"
111500,"cento e onze mil e quinhentos"
111550,"cento e onze mil quinhentos e cinquenta"
111600,"cento e onze mil e seiscentos"
111650,"cento e onze mil seiscentos e cinquenta"
111700,"cento e onze mil e setecentos"
111750,"cento e onze mil setecentos e cinquenta"
111800,"cento e onze mil e oitocentos"
111850,"cento e onze mil oitocentos e cinquenta"
111900,"cento e onze mil e novecentos"
111950,"cento e onze mil novecentos e cinquenta"
112000,"cento e doze mil"
112050,"cento e doze mil e cinquenta"
112100,"cento e doze mil e cem"
112150,"cento e doze mil cento e cinquenta"
112200,"cento e doze mil e duzentos"
112250,"cento e doze mil duzentos e cinquenta"
112300,"cento e doze mil e trezentos"
112350,"cento e doze mil trezentos e cinquenta"
112400,"cento e doze mil e quatrocentos"
112450,"cento e doze mil quatrocentos e cinquenta"
112500,"cento e doze mil e quinhentos"
112550,"cento e doze mil quinhentos e cinquenta"
112600,"cento e doze mil e seiscentos"
112650,"cento e doze mil seiscentos e cinquenta"
112700,"cento e doze mil e setecentos"
112750,"cento e doze mil setecentos e cinquenta"
112800,"cento e doze mil e oitocentos"
112850,"cento e doze mil oitocentos e cinquenta"
112900,"cento e doze mil e novecentos"
112950,"cento e doze mil novecentos e cinquenta"
113000,"cento e treze mil"
113050,"cento e treze mil e cinquenta"
